,PCODE,Region,Province,Municipality_City,food,clothing,power,entertainment,house_items,Health,Transport,Education,Communication,leisure,eats,poverty
953,PH071237000,Region VII,Bohol,San Isidro,44.9,4.4,9.9,37.6,52.2,64.0,4.8,7.6,47.8,5.2,10.9,0.0
954,PH071238000,Region VII,Bohol,San Miguel,42.7,3.8,8.9,36.5,48.9,53.6,4.1,7.6,64.2,3.8,6.0,0.0
955,PH071239000,Region VII,Bohol,Sevilla,31.7,3.1,9.9,26.6,36.9,52.2,3.6,6.9,59.9,4.5,7.5,0.0
956,PH071240000,Region VII,Bohol,Sierra Bullones,35.0,3.3,9.4,29.6,40.5,54.4,4.3,7.9,47.7,4.0,8.4,0.0
957,PH071241000,Region VII,Bohol,Sikatuna,29.0,3.8,13.0,22.8,35.2,45.9,4.7,10.3,38.0,5.6,14.8,0.0
958,PH071242000,Region VII,Bohol,Tagbilaran City,7.8,1.4,18.5,5.5,10.2,11.0,2.2,19.5,10.4,1.9,18.3,0.0
959,PH071243000,Region VII,Bohol,Talibon,36.4,2.7,7.4,31.9,40.8,51.4,3.2,6.2,43.9,3.8,8.7,0.0
960,PH071244000,Region VII,Bohol,Trinidad,39.7,3.1,7.8,34.6,44.8,56.6,3.8,6.7,57.9,4.0,7.0,0.0
961,PH071245000,Region VII,Bohol,Tubigon,26.7,2.1,7.9,23.2,30.2,37.4,2.5,6.8,41.5,3.2,7.7,0.0
962,PH071246000,Region VII,Bohol,Ubay,39.6,2.2,5.5,36.1,43.2,50.1,2.9,5.8,57.2,3.3,5.7,0.0
963,PH071247000,Region VII,Bohol,Valencia,28.5,2.3,8.0,24.8,32.2,50.4,2.9,5.7,43.0,2.9,6.8,0.0
964,PH071248000,Region VII,Bohol,Bien Unido,48.8,3.5,7.3,43.0,54.6,63.7,4.0,6.2,45.2,4.6,10.3,0.0
965,PH072201000,Region VII,Cebu,Alcantara,34.0,4.2,12.5,27.1,41.0,51.2,4.5,8.8,47.9,6.4,13.2,0.0
966,PH072202000,Region VII,Cebu,Alcoy,24.5,4.4,18.0,17.3,31.8,47.1,5.2,10.9,53.0,5.9,11.2,0.0
967,PH072203000,Region VII,Cebu,Alegria,40.0,5.2,13.0,31.4,48.5,62.4,4.7,7.5,62.7,5.0,8.0,0.0
968,PH072204000,Region VII,Cebu,Aloguinsan,29.1,3.6,12.5,23.1,35.1,49.4,4.9,9.9,61.7,6.1,9.8,0.0
969,PH072205000,Region VII,Cebu,Argao,24.7,2.2,9.1,21.0,28.4,43.6,2.4,5.4,41.7,2.5,6.0,0.0
970,PH072206000,Region VII,Cebu,Asturias,30.8,3.2,10.5,25.4,36.1,44.2,3.5,7.9,52.3,4.6,8.8,0.0
971,PH072207000,Region VII,Cebu,Badian,38.3,3.0,7.9,33.3,43.3,53.5,3.2,5.9,60.5,3.5,5.8,0.0
972,PH072208000,Region VII,Cebu,Balamban,20.0,2.3,11.6,16.2,23.9,37.6,3.5,9.2,41.6,3.7,8.9,0.0
973,PH072209000,Region VII,Cebu,Bantayan,36.0,2.5,7.0,31.9,40.2,55.1,3.0,5.5,48.9,3.4,6.9,0.0
974,PH072210000,Region VII,Cebu,Barili,26.4,2.2,8.4,22.8,30.1,40.7,2.6,6.5,51.3,3.4,6.6,0.0
975,PH072211000,Region VII,Cebu,Bogo,20.2,2.4,12.0,16.2,24.1,37.0,3.1,8.5,37.7,3.3,8.7,0.0
976,PH072212000,Region VII,Cebu,Boljoon,33.6,4.1,12.3,26.8,40.4,48.6,4.4,9.0,52.1,5.8,11.0,0.0
977,PH072213000,Region VII,Cebu,Borbon,27.4,3.2,11.6,22.2,32.7,43.7,3.4,7.8,51.2,4.2,8.1,0.0
978,PH072214000,Region VII,Cebu,Carcar,17.0,2.4,14.2,13.0,21.0,27.2,3.6,13.1,35.0,4.2,12.0,0.0
979,PH072215000,Region VII,Cebu,Carmen,20.0,2.4,12.0,16.0,23.9,31.4,3.2,10.2,32.6,3.5,10.6,0.0
980,PH072216000,Region VII,Cebu,Catmon,27.5,2.6,9.4,23.2,31.7,39.9,3.8,9.6,43.7,3.8,8.8,0.0
981,PH072217000,Region VII,Cebu,Cebu City,6.8,1.0,15.3,5.1,8.5,13.9,1.5,10.7,14.5,1.9,13.0,0.0
982,PH072218000,Region VII,Cebu,Compostela,18.2,2.8,15.5,13.6,22.8,27.8,4.0,14.5,29.0,4.0,13.8,0.0
983,PH072219000,Region VII,Cebu,Consolacion,9.3,2.0,22.0,5.9,12.6,17.4,3.1,18.0,22.7,3.4,15.1,0.0
984,PH072220000,Region VII,Cebu,Cordoba,14.3,2.5,17.7,10.1,18.5,25.9,3.8,14.7,29.0,4.6,15.9,0.0
985,PH072221000,Region VII,Cebu,Daanbantayan,28.4,3.0,10.7,23.4,33.3,42.9,3.2,7.4,42.1,3.2,7.7,0.0
986,PH072222000,Region VII,Cebu,Dalaguete,42.3,3.2,7.6,37.0,47.6,55.6,3.0,5.4,54.2,3.6,6.7,0.0
987,PH072223000,Region VII,Cebu,Danao City,16.6,1.7,10.0,13.9,19.3,31.6,2.8,9.0,30.7,3.2,10.5,0.0
988,PH072224000,Region VII,Cebu,Dumanjug,33.2,2.7,8.2,28.7,37.7,47.6,3.1,6.6,48.0,3.5,7.3,0.0
989,PH072225000,Region VII,Cebu,Ginatilan,40.5,3.2,8.0,35.1,45.8,58.0,4.0,6.9,41.5,4.8,11.5,0.0
990,PH072226000,Region VII,Cebu,Lapu-Lapu City,9.1,1.8,19.3,6.2,12.0,19.6,2.4,12.2,16.6,2.4,14.2,0.0
991,PH072227000,Region VII,Cebu,Liloan,10.5,2.3,21.6,6.8,14.3,18.0,3.1,17.3,22.0,3.9,17.8,0.0
992,PH072228000,Region VII,Cebu,Madridejos,36.2,3.2,8.8,31.0,41.5,50.6,4.1,8.0,45.1,4.0,8.8,0.0
993,PH072229000,Region VII,Cebu,Malabuyoc,37.1,3.8,10.3,30.9,43.4,50.7,4.3,8.4,59.4,4.8,8.1,0.0
994,PH072230000,Region VII,Cebu,Mandaue City,5.5,1.2,21.9,3.5,7.5,14.1,2.0,14.4,14.5,2.5,17.4,0.0
995,PH072231000,Region VII,Cebu,Medellin,23.9,2.7,11.4,19.4,28.4,35.8,3.2,9.0,39.6,4.3,10.9,0.0
996,PH072232000,Region VII,Cebu,Minglanilla,9.7,1.8,19.2,6.6,12.7,20.4,2.7,13.4,25.9,3.8,14.7,0.0
997,PH072233000,Region VII,Cebu,Moalboal,27.9,3.2,11.4,22.6,33.1,48.9,3.4,6.9,45.0,4.5,10.0,0.0
998,PH072234000,Region VII,Cebu,Naga,17.2,2.2,13.0,13.5,20.9,27.1,2.4,8.7,31.4,2.9,9.1,0.0
999,PH072235000,Region VII,Cebu,Oslob,40.4,3.6,8.9,34.5,46.4,50.9,3.4,6.8,55.1,4.0,7.3,0.0
1000,PH072236000,Region VII,Cebu,Pilar,30.8,4.2,13.5,24.0,37.6,48.9,4.4,9.0,42.7,4.7,11.0,0.0
1001,PH072237000,Region VII,Cebu,Pinamungahan,25.7,2.5,9.6,21.7,29.8,46.4,3.3,7.1,41.6,3.6,8.6,0.0
1002,PH072238000,Region VII,Cebu,Poro,30.1,2.8,9.4,25.4,34.7,45.1,4.1,9.1,49.3,4.5,9.1,0.0
1003,PH072239000,Region VII,Cebu,Ronda,32.7,3.6,10.9,26.8,38.6,46.5,3.9,8.4,57.3,4.1,7.2,0.0
1004,PH072240000,Region VII,Cebu,Samboan,31.7,3.7,11.6,25.7,37.8,53.1,4.0,7.5,49.5,4.9,9.9,0.0
1005,PH072241000,Region VII,Cebu,San Fernando,20.6,2.4,11.5,16.7,24.6,26.2,3.5,13.2,31.0,3.0,9.7,0.0
1006,PH072242000,Region VII,Cebu,San Francisco,49.3,4.0,8.2,42.7,56.0,59.5,4.0,6.8,60.7,4.1,6.8,0.0
1007,PH072243000,Region VII,Cebu,San Remigio,27.3,2.6,9.6,23.0,31.6,45.7,3.2,7.0,50.8,3.1,6.1,0.0
1008,PH072244000,Region VII,Cebu,Santa Fe,39.8,3.8,9.5,33.6,46.0,56.2,5.4,9.6,65.0,4.7,7.3,0.0
1009,PH072245000,Region VII,Cebu,Santander,27.9,3.2,11.6,22.6,33.3,41.9,4.2,10.1,56.3,5.2,9.3,0.0
1010,PH072246000,Region VII,Cebu,Sibonga,25.7,2.4,9.5,21.7,29.7,41.8,3.2,7.7,42.2,3.8,8.9,0.0
1011,PH072247000,Region VII,Cebu,Sogod,33.4,3.1,9.3,28.3,38.5,44.7,3.8,8.5,44.6,4.8,10.7,0.0
1012,PH072248000,Region VII,Cebu,Tabogon,34.8,3.1,9.0,29.6,39.9,47.0,3.3,7.1,48.1,4.1,8.5,0.0
1013,PH072249000,Region VII,Cebu,Tabuelan,33.4,3.9,11.7,27.0,39.9,53.8,4.8,9.0,66.5,5.0,7.6,0.0
1014,PH072250000,Region VII,Cebu,Talisay City,10.6,1.8,16.4,7.8,13.5,18.0,2.6,14.3,18.6,3.1,16.7,0.0
1015,PH072251000,Region VII,Cebu,Toledo City,18.9,2.0,10.7,15.6,22.2,31.5,2.3,7.1,34.3,2.8,8.1,0.0
1016,PH072252000,Region VII,Cebu,Tuburan,34.3,2.5,7.3,30.1,38.4,45.9,2.6,5.7,58.4,3.6,6.1,0.0
1017,PH072253000,Region VII,Cebu,Tudela,24.3,4.4,18.1,17.1,31.6,42.7,6.1,14.2,41.7,6.2,14.9,0.0
1018,PH074601000,Region VII,Negros Oriental,Amlan,20.3,3.2,15.6,15.1,25.5,24.1,4.9,20.3,25.7,4.9,18.9,0.0
1019,PH074602000,Region VII,Negros Oriental,Ayungon,51.3,3.0,5.8,46.4,56.3,51.6,3.7,7.2,49.7,4.1,8.3,0.0
1020,PH074603000,Region VII,Negros Oriental,Bacong,18.5,2.1,11.6,15.0,22.0,20.8,2.5,11.9,24.2,2.9,12.1,0.0
1021,PH074604000,Region VII,Negros Oriental,Bais City,31.7,2.5,7.8,27.7,35.8,37.2,3.0,8.1,54.3,3.7,6.9,0.0
1022,PH074605000,Region VII,Negros Oriental,Basay,46.4,4.7,10.1,38.7,54.2,45.8,5.8,12.6,50.9,6.4,12.6,0.0
1023,PH074606000,Region VII,Negros Oriental,Bayawan City,37.4,2.6,6.9,33.2,41.6,42.6,3.3,7.7,50.9,7.8,15.3,0.0
1024,PH074607000,Region VII,Negros Oriental,Bindoy,55.8,3.9,7.0,49.3,62.2,59.9,3.7,6.2,56.7,5.7,10.1,0.0
1025,PH074608000,Region VII,Negros Oriental,Canlaon City,42.3,4.3,10.1,35.3,49.3,35.4,4.4,12.3,54.0,6.6,12.3,0.0
1026,PH074609000,Region VII,Negros Oriental,Dauin,28.9,2.4,8.4,24.9,32.9,32.4,3.4,10.6,33.1,3.8,11.4,0.0
1027,PH074610000,Region VII,Negros Oriental,Dumaguete City,6.5,1.2,17.8,4.6,8.4,7.4,1.4,18.6,9.5,1.6,17.0,0.0
1028,PH074611000,Region VII,Negros Oriental,Guihulngan,40.8,2.6,6.3,36.6,45.1,45.0,3.2,7.1,58.6,4.8,8.2,0.0
1029,PH074612000,Region VII,Negros Oriental,Jimalalud,48.1,2.9,6.0,43.3,52.8,50.2,3.7,7.3,65.3,4.1,6.3,0.0
1030,PH074613000,Region VII,Negros Oriental,La Libertad,51.0,3.3,6.5,45.5,56.4,50.2,3.5,6.9,55.9,4.1,7.4,0.0
1031,PH074614000,Region VII,Negros Oriental,Mabinay,40.8,2.7,6.6,36.4,45.3,48.8,3.4,7.0,56.6,4.0,7.1,0.0
1032,PH074615000,Region VII,Negros Oriental,Manjuyod,33.6,2.4,7.1,29.6,37.5,42.5,3.4,8.1,35.5,4.3,12.2,0.0
1033,PH074616000,Region VII,Negros Oriental,Pamplona,34.1,3.6,10.5,28.2,40.0,35.5,3.0,8.5,47.3,4.6,9.7,0.0
1034,PH074617000,Region VII,Negros Oriental,San Jose,28.8,3.2,11.2,23.4,34.1,28.7,4.4,15.3,26.2,3.5,13.2,0.0
1035,PH074618000,Region VII,Negros Oriental,Santa Catalina,43.0,3.2,7.5,37.8,48.3,39.5,3.6,9.1,53.0,4.4,8.2,0.0
1036,PH074619000,Region VII,Negros Oriental,Siaton,45.9,3.0,6.5,41.0,50.8,48.5,3.6,7.5,49.6,4.4,8.8,0.0
1037,PH074620000,Region VII,Negros Oriental,Sibulan,14.7,2.0,13.6,11.4,18.0,17.4,2.5,14.6,21.1,3.4,15.9,0.0
1038,PH074621000,Region VII,Negros Oriental,Tanjay City,22.7,2.3,10.3,18.9,26.6,27.1,3.1,11.4,29.2,3.4,11.6,0.0
1039,PH074622000,Region VII,Negros Oriental,Tayasan,41.2,2.8,6.7,36.7,45.8,48.5,3.5,7.2,57.4,4.2,7.2,0.0
1040,PH074623000,Region VII,Negros Oriental,Valencia,20.5,2.3,11.3,16.7,24.4,27.3,2.5,9.2,36.0,3.3,9.2,0.0
1041,PH074624000,Region VII,Negros Oriental,Vallehermoso,38.0,4.0,10.6,31.4,44.7,47.2,5.1,10.7,43.8,5.8,13.1,0.0
1042,PH074625000,Region VII,Negros Oriental,Zamboanguita,32.2,3.8,11.6,26.0,38.4,39.1,5.0,12.7,38.9,5.0,12.8,0.0
1043,PH076101000,Region VII,Siquijor,Enrique Villanueva,19.8,3.1,15.8,14.6,24.9,28.2,4.0,14.0,29.8,3.8,12.8,0.0
1044,PH076102000,Region VII,Siquijor,Larena,7.8,1.4,17.4,5.6,10.0,21.0,2.6,12.3,21.0,3.0,14.4,0.0
1045,PH076103000,Region VII,Siquijor,Lazi,28.6,2.9,10.3,23.8,33.5,39.5,3.5,8.8,40.1,4.7,11.7,0.0
1046,PH076104000,Region VII,Siquijor,Maria,25.4,2.6,10.4,21.1,29.7,39.1,3.3,8.3,36.3,3.9,10.6,0.0
1047,PH076105000,Region VII,Siquijor,San Juan,31.4,3.4,10.9,25.8,37.0,42.9,4.0,9.3,39.5,4.9,12.5,0.0
1048,PH076106000,Region VII,Siquijor,Siquijor,18.6,2.0,10.6,15.4,21.8,27.0,2.4,8.7,28.9,2.7,9.4,0.0
1049,PH082601000,Region VIII,Eastern Samar,Arteche,59.2,3.8,6.3,53.0,65.4,55.8,4.5,8.1,48.7,4.1,8.5,0.0
1050,PH082602000,Region VIII,Eastern Samar,Balangiga,40.6,3.8,9.3,34.3,46.8,44.2,4.8,10.9,36.9,4.0,10.7,0.0
1051,PH082603000,Region VIII,Eastern Samar,Balangkayan,51.8,3.8,7.4,45.5,58.1,48.6,5.1,10.6,41.3,4.0,9.7,0.0
1052,PH082604000,Region VIII,Eastern Samar,Borongan,26.0,1.9,7.4,22.8,29.1,37.6,2.9,7.7,26.4,1.6,6.1,0.0
1053,PH082605000,Region VIII,Eastern Samar,Can-avid,44.7,2.4,5.3,40.8,48.7,50.0,3.8,7.5,44.3,2.9,6.5,0.0
1054,PH082606000,Region VIII,Eastern Samar,Dolores,49.3,2.5,5.1,45.1,53.5,50.2,3.8,7.5,44.0,2.9,6.6,0.0
1055,PH082607000,Region VIII,Eastern Samar,General MacArthur,53.9,3.1,5.8,48.8,59.0,48.8,4.2,8.6,47.3,2.8,6.0,0.0
1056,PH082608000,Region VIII,Eastern Samar,Giporlos,48.1,3.4,7.1,42.5,53.7,44.9,4.2,9.3,44.3,4.1,9.2,0.0
1057,PH082609000,Region VIII,Eastern Samar,Guiuan,36.5,2.0,5.6,33.2,39.9,42.0,3.7,8.9,35.1,2.4,6.7,0.0
1058,PH082610000,Region VIII,Eastern Samar,Hernani,52.7,3.8,7.1,46.5,58.8,48.7,4.8,9.9,42.3,4.2,10.0,0.0
1059,PH082611000,Region VIII,Eastern Samar,Jipapad,60.9,4.7,7.8,53.1,68.7,60.6,5.2,8.6,41.3,4.9,11.9,0.0
1060,PH082612000,Region VIII,Eastern Samar,Lawaan,33.1,3.3,9.9,27.7,38.5,45.7,5.0,10.9,34.0,4.0,11.7,0.0
1061,PH082613000,Region VIII,Eastern Samar,Llorente,47.4,2.7,5.7,43.0,51.8,47.2,3.5,7.4,41.3,2.6,6.2,0.0
1062,PH082614000,Region VIII,Eastern Samar,Maslog,60.5,5.6,9.3,51.2,69.8,60.2,5.8,9.6,57.8,6.0,10.3,0.0
1063,PH082615000,Region VIII,Eastern Samar,Maydolong,40.1,2.8,7.1,35.4,44.7,49.1,4.2,8.5,43.9,3.5,7.9,0.0
1064,PH082616000,Region VIII,Eastern Samar,Mercedes,44.9,3.1,7.0,39.8,50.1,39.6,4.1,10.3,44.3,4.7,10.7,0.0
1065,PH082617000,Region VIII,Eastern Samar,Oras,53.5,2.5,4.6,49.5,57.6,51.1,4.0,7.9,42.5,2.6,6.1,0.0
1066,PH082618000,Region VIII,Eastern Samar,Quinapondon,50.9,2.8,5.5,46.3,55.5,51.9,4.2,8.2,50.3,3.7,7.4,0.0
1067,PH082619000,Region VIII,Eastern Samar,Salcedo,43.9,2.6,5.9,39.7,48.2,45.8,3.9,8.5,40.1,2.7,6.8,0.0
1068,PH082620000,Region VIII,Eastern Samar,San Julian,43.5,3.6,8.2,37.6,49.4,45.2,4.4,9.8,32.4,3.4,10.4,0.0
1069,PH082621000,Region VIII,Eastern Samar,San Policarpo,52.4,3.3,6.3,47.0,57.9,46.4,4.6,10.0,38.2,3.6,9.4,0.0
1070,PH082622000,Region VIII,Eastern Samar,Sulat,36.5,3.2,8.7,31.3,41.7,42.0,4.7,11.1,28.9,2.9,10.0,0.0
1071,PH082623000,Region VIII,Eastern Samar,Taft,39.4,2.9,7.3,34.6,44.1,42.2,3.9,9.2,34.9,2.7,7.9,0.0
1072,PH083701000,Region VIII,Leyte,Abuyog,35.9,2.2,6.2,32.3,39.6,35.4,2.0,5.5,37.3,2.3,6.1,0.0
1073,PH083702000,Region VIII,Leyte,Alangalang,41.5,2.2,5.2,38.0,45.0,34.9,2.5,7.1,35.7,2.2,6.1,0.0
1074,PH083703000,Region VIII,Leyte,Albuera,38.9,3.5,9.1,33.1,44.7,33.6,3.6,10.7,28.9,2.9,10.2,0.0
1075,PH083705000,Region VIII,Leyte,Babatngon,44.1,2.8,6.3,39.6,48.6,38.6,3.1,8.0,38.6,2.9,7.6,0.0
1076,PH083706000,Region VIII,Leyte,Barugo,37.4,2.6,6.8,33.2,41.6,36.6,2.8,7.6,33.2,2.7,8.0,0.0
1077,PH083707000,Region VIII,Leyte,Bato,40.0,2.6,6.5,35.7,44.3,36.4,2.7,7.5,35.1,2.7,7.8,0.0
1078,PH083708000,Region VIII,Leyte,Baybay,27.7,2.0,7.4,24.3,31.1,31.0,1.7,5.4,29.5,1.6,5.5,0.0
1079,PH083710000,Region VIII,Leyte,Burauen,36.7,1.9,5.2,33.6,39.8,33.3,1.9,5.6,32.1,2.0,6.2,0.0
1080,PH083713000,Region VIII,Leyte,Calubian,46.2,2.2,4.9,42.5,49.9,36.2,2.4,6.7,34.0,2.1,6.2,0.0
1081,PH083714000,Region VIII,Leyte,Capoocan,44.4,3.4,7.7,38.8,50.0,39.8,3.6,9.0,38.1,3.3,8.6,0.0
1082,PH083715000,Region VIII,Leyte,Carigara,34.7,2.3,6.5,31.0,38.5,32.1,2.2,6.9,31.4,1.9,6.1,0.0
1083,PH083717000,Region VIII,Leyte,Dagami,46.2,2.3,5.1,42.3,50.0,35.0,2.0,5.8,30.6,2.5,8.3,0.0
1084,PH083718000,Region VIII,Leyte,Dulag,33.6,2.2,6.6,29.9,37.2,33.6,2.3,6.9,32.2,2.3,7.0,0.0
1085,PH083719000,Region VIII,Leyte,Hilongos,37.4,2.5,6.6,33.4,41.5,30.6,2.1,6.9,29.6,2.0,6.7,0.0
1086,PH083720000,Region VIII,Leyte,Hindang,32.5,3.0,9.2,27.6,37.4,32.1,3.1,9.8,24.1,2.7,11.1,0.0
1087,PH083721000,Region VIII,Leyte,Inopacan,32.8,2.9,8.8,28.0,37.5,30.7,3.3,10.8,30.1,3.1,10.3,0.0
1088,PH083722000,Region VIII,Leyte,Isabel,23.9,2.3,9.7,20.1,27.7,23.7,2.4,10.1,18.4,2.3,12.6,0.0
1089,PH083723000,Region VIII,Leyte,Jaro,45.0,2.6,5.7,40.7,49.2,37.4,2.6,6.9,35.1,2.3,6.6,0.0
1090,PH083724000,Region VIII,Leyte,Javier (Bugho),41.3,2.6,6.3,37.1,45.6,36.7,2.7,7.4,38.0,3.0,7.8,0.0
1091,PH083725000,Region VIII,Leyte,Julita,36.8,2.8,7.6,32.2,41.4,33.3,2.9,8.6,29.9,2.8,9.2,0.0
1092,PH083726000,Region VIII,Leyte,Kananga,40.2,3.0,7.5,35.3,45.2,40.6,3.8,9.4,37.8,3.3,8.8,0.0
1093,PH083728000,Region VIII,Leyte,Lapaz,45.4,2.5,5.5,41.3,49.5,35.8,2.7,7.5,29.1,2.5,8.5,0.0
1094,PH083729000,Region VIII,Leyte,Leyte,53.6,3.0,5.6,48.7,58.5,46.7,3.5,7.4,47.8,3.3,7.0,0.0
1095,PH083730000,Region VIII,Leyte,MacArthur,42.5,2.8,6.5,37.9,47.1,36.6,3.0,8.1,34.2,2.9,8.4,0.0
1096,PH083731000,Region VIII,Leyte,Mahaplag,39.7,2.9,7.3,34.9,44.5,41.2,3.6,8.6,41.8,3.4,8.1,0.0
1097,PH083733000,Region VIII,Leyte,Matag-ob,49.6,3.5,7.1,43.8,55.3,35.7,3.4,9.4,37.5,3.7,9.9,0.0
1098,PH083734000,Region VIII,Leyte,Matalom,41.2,2.8,6.7,36.7,45.8,34.7,2.7,7.6,33.0,2.7,8.1,0.0
1099,PH083735000,Region VIII,Leyte,Mayorga,31.5,3.5,11.2,25.7,37.3,36.4,3.1,8.4,31.9,3.2,10.0,0.0
1100,PH083736000,Region VIII,Leyte,Merida,38.7,3.1,8.1,33.6,43.8,32.0,3.2,10.0,28.3,2.9,10.3,0.0
1101,PH083738000,Region VIII,Leyte,Ormoc City,25.7,1.8,6.9,22.8,28.6,28.3,1.8,6.5,25.5,1.6,6.3,0.0
1102,PH083739000,Region VIII,Leyte,Palo,17.9,1.8,9.8,15.0,20.8,24.6,1.8,7.4,19.5,2.1,10.7,0.0
1103,PH083740000,Region VIII,Leyte,Palompon,27.7,1.6,5.9,25.0,30.4,30.3,2.0,6.5,30.1,2.0,6.5,0.0
1104,PH083741000,Region VIII,Leyte,Pastrana,49.5,3.4,6.9,43.8,55.2,35.9,2.9,8.0,41.6,3.0,7.3,0.0
1105,PH083742000,Region VIII,Leyte,San Isidro,47.1,3.5,7.4,41.3,52.9,41.2,3.6,8.6,37.4,3.5,9.4,0.0
1106,PH083743000,Region VIII,Leyte,San Miguel,46.4,3.4,7.4,40.8,52.0,35.9,3.2,9.0,39.2,3.3,8.4,0.0
1107,PH083744000,Region VIII,Leyte,Santa Fe,43.9,3.0,6.8,39.0,48.8,31.4,3.9,12.3,33.2,3.4,10.2,0.0
1108,PH083745000,Region VIII,Leyte,Tabango,46.3,3.8,8.3,40.0,52.6,40.8,4.4,10.7,37.7,3.7,9.7,0.0
1109,PH083746000,Region VIII,Leyte,Tabontabon,45.4,3.6,7.8,39.6,51.3,36.8,3.4,9.2,34.4,4.1,11.9,0.0
1110,PH083747000,Region VIII,Leyte,Tacloban City,9.8,1.6,16.1,7.2,12.3,20.5,1.5,7.1,10.9,1.5,13.8,0.0
1111,PH083748000,Region VIII,Leyte,Tanauan,28.9,2.0,6.8,25.7,32.1,27.0,2.3,8.5,25.1,2.0,8.1,0.0
1112,PH083749000,Region VIII,Leyte,Tolosa,20.6,3.2,15.4,15.4,25.9,24.4,2.8,11.4,18.2,2.5,13.8,0.0
1113,PH083750000,Region VIII,Leyte,Tunga,22.8,3.5,15.5,17.0,28.6,23.1,3.5,15.3,21.2,3.1,14.5,0.0
1114,PH083751000,Region VIII,Leyte,Villaba,44.8,2.7,5.9,40.4,49.1,35.4,2.4,6.9,36.5,2.9,7.8,0.0
1115,PH084801000,Region VIII,Northern Samar,Allen,35.1,2.5,7.1,31.0,39.2,31.5,2.6,8.3,21.4,2.7,12.6,0.0
1116,PH084802000,Region VIII,Northern Samar,Biri,55.4,5.5,9.9,46.4,64.4,50.7,4.6,9.1,39.4,5.0,12.6,0.0
1117,PH084803000,Region VIII,Northern Samar,Bobon,40.1,3.1,7.8,35.0,45.3,45.9,3.3,7.1,34.2,3.3,9.5,0.0
1118,PH084804000,Region VIII,Northern Samar,Capul,45.2,3.7,8.2,39.2,51.3,41.6,4.6,11.1,38.5,4.2,10.8,0.0
1119,PH084805000,Region VIII,Northern Samar,Catarman,34.8,2.0,5.8,31.5,38.2,43.4,2.5,5.8,29.8,2.2,7.4,0.0
1120,PH084806000,Region VIII,Northern Samar,Catubig,54.2,2.4,4.4,50.3,58.1,52.8,3.0,5.6,47.1,2.9,6.2,0.0
1121,PH084807000,Region VIII,Northern Samar,Gamay,51.4,3.0,5.9,46.4,56.4,48.7,3.4,6.9,40.4,3.1,7.6,0.0
1122,PH084808000,Region VIII,Northern Samar,Laoang,51.7,2.4,4.6,47.8,55.6,47.6,2.8,5.8,39.5,2.2,5.4,0.0
1123,PH084809000,Region VIII,Northern Samar,Lapinig,55.4,3.8,6.9,49.1,61.6,51.9,4.5,8.7,54.4,4.5,8.2,0.0
1124,PH084810000,Region VIII,Northern Samar,Las Navas,57.5,3.2,5.5,52.3,62.7,57.1,3.2,5.6,58.8,3.6,6.2,0.0
1125,PH084811000,Region VIII,Northern Samar,Lavezares,48.6,2.8,5.8,43.9,53.3,45.6,3.6,7.8,51.1,3.9,7.6,0.0
1126,PH084812000,Region VIII,Northern Samar,Mapanas,53.2,4.4,8.3,45.9,60.6,58.4,5.1,8.8,54.8,4.4,8.0,0.0
1127,PH084813000,Region VIII,Northern Samar,Mondragon,53.6,3.5,6.5,47.9,59.3,52.2,3.6,6.8,42.6,3.6,8.6,0.0
1128,PH084814000,Region VIII,Northern Samar,Palapag,51.7,2.7,5.2,47.3,56.2,52.1,2.8,5.3,50.4,3.3,6.6,0.0
1129,PH084815000,Region VIII,Northern Samar,Pambujan,55.5,3.1,5.6,50.4,60.6,51.6,3.6,7.0,47.3,3.7,7.8,0.0
1130,PH084816000,Region VIII,Northern Samar,Rosario,43.5,3.6,8.4,37.5,49.4,41.6,3.9,9.4,39.3,3.9,10.0,0.0
1131,PH084817000,Region VIII,Northern Samar,San Antonio,36.6,3.9,10.6,30.2,42.9,32.5,4.1,12.6,28.3,4.2,14.9,0.0
1132,PH084818000,Region VIII,Northern Samar,San Isidro,40.9,3.1,7.7,35.7,46.1,43.6,3.9,8.9,35.0,3.5,9.9,0.0
1133,PH084819000,Region VIII,Northern Samar,San Jose,48.1,3.9,8.1,41.7,54.5,46.1,3.4,7.3,32.2,3.4,10.6,0.0
1134,PH084820000,Region VIII,Northern Samar,San Roque,51.0,3.2,6.4,45.7,56.3,52.7,4.0,7.6,49.3,3.9,7.9,0.0
1135,PH084821000,Region VIII,Northern Samar,San Vicente,45.7,4.5,9.9,38.3,53.1,43.5,4.7,10.8,30.1,4.6,15.1,0.0
1136,PH084822000,Region VIII,Northern Samar,Silvino Lobos,71.6,3.4,4.7,66.0,77.2,64.8,3.8,5.9,59.8,4.4,7.3,0.0
1137,PH084823000,Region VIII,Northern Samar,Victoria,40.9,3.5,8.6,35.1,46.6,37.7,3.7,9.8,34.7,3.4,9.9,0.0
1138,PH084824000,Region VIII,Northern Samar,Lope De Vega,63.3,4.5,7.1,55.9,70.7,58.2,4.7,8.0,52.5,4.0,7.7,0.0
1139,PH086001000,Region VIII,Samar (Western),Almagro,48.0,3.3,6.8,42.7,53.4,39.5,3.4,8.7,28.5,2.8,9.7,0.0
1140,PH086002000,Region VIII,Samar (Western),Basey,34.8,2.2,6.4,31.2,38.4,39.1,2.6,6.7,30.9,2.4,7.9,0.0
